Hostname,Name,Description,Serial Number
CC-R6-00,StackAdapter1/1,StackAdapter1/1,FOC26297NQA
CC-R6-00,StackAdapter1/2,StackAdapter1/2,FOC26297R6W
CC-R6-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C069
CC-R6-00,Te1/1/1,SFP-10GBase-LR,OPM26150Z8F
CC-R6-00,Te1/1/2,SFP-10GBase-LR,OPM26160KYG
CC-R7-00,c93xxL Stack,c93xxL Stack,FOC2644Y6GE
CC-R7-00,Switch 1,C9300L-24P-4X,FOC2644Y6GE
CC-R7-00,StackAdapter1/1,StackAdapter1/1,FOC26297Q2L
CC-R7-00,StackAdapter1/2,StackAdapter1/2,FOC26297Q2Y
CC-R7-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8QC
CC-R7-00,Te1/1/1,SFP-10GBase-LR,OPM26021S22
CC-R7-00,Te1/1/2,SFP-10GBase-LR,OPM26021RU6
CHY-00-ACC,c93xxL Stack,c93xxL Stack,FOC2630Y2M3
CHY-00-ACC,Switch 1,C9300L-24P-4X,FOC2630Y2M3
CHY-00-ACC,StackPort1/1,StackPort1/1,LCC2638HN11
CHY-00-ACC,StackPort1/2,StackPort1/2,LCC2642H8RD
CHY-00-ACC,StackAdapter1/1,StackAdapter1/1,FOC26260KT8
CHY-00-ACC,StackAdapter1/2,StackAdapter1/2,FOC26247GYM
CHY-00-ACC,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C1A7
CHY-00-ACC,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C14S
CHY-00-ACC,Te1/1/1,SFP-10GBase-LR,OPM26021UHR
CHY-00-ACC,Switch 2,C9300L-48T-4X,FOC2650YLZJ
CHY-00-ACC,StackPort2/1,StackPort2/1,LCC2642H8RD
CHY-00-ACC,StackPort2/2,StackPort2/2,LCC2638HHED
CHY-00-ACC,StackAdapter2/1,StackAdapter2/1,FOC26345ZWC
CHY-00-ACC,StackAdapter2/2,StackAdapter2/2,FOC263466S1
CHY-00-ACC,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C132
CHY-00-ACC,Switch 3,C9300L-24T-4X,FOC2651Y3BH
CHY-00-ACC,StackPort3/1,StackPort3/1,LCC2638HHED
CHY-00-ACC,StackPort3/2,StackPort3/2,LCC2638HN11
CHY-00-ACC,StackAdapter3/1,StackAdapter3/1,FOC2634696N
CHY-00-ACC,StackAdapter3/2,StackAdapter3/2,FOC26345ZRP
CHY-00-ACC,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2649B1GN
CHY-00-ACC,Te3/1/1,SFP-10GBase-LR,OPM26021UHE
CHY-01-ACC,c93xxL Stack,c93xxL Stack,FOC2630Y256
CHY-01-ACC,Switch 1,C9300L-24P-4X,FOC2630Y256
CHY-01-ACC,StackPort1/1,StackPort1/1,LCC2638HHTK
CHY-01-ACC,StackPort1/2,StackPort1/2,LCC2638HN1D
CHY-01-ACC,StackAdapter1/1,StackAdapter1/1,FOC26260GRB
CHY-01-ACC,StackAdapter1/2,StackAdapter1/2,FOC26260QMS
CHY-01-ACC,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGUG
CHY-01-ACC,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGW1
CHY-01-ACC,Te1/1/4,SFP-10GBase-LR,OPM26021UER
CHY-01-ACC,Switch 2,C9300L-48T-4X,FOC2650YK6Z
CHY-01-ACC,StackPort2/1,StackPort2/1,LCC2640GAFJ
CHY-01-ACC,StackPort2/2,StackPort2/2,LCC2639GDPD
CHY-01-ACC,StackAdapter2/1,StackAdapter2/1,FOC263466P0
CHY-01-ACC,StackAdapter2/2,StackAdapter2/2,FOC263460A6
CHY-01-ACC,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628CSKQ
CHY-01-ACC,Switch 3,C9300L-48T-4X,FOC2650YJRX
CHY-01-ACC,StackPort3/1,StackPort3/1,LCC2639GDPD
CHY-01-ACC,StackPort3/2,StackPort3/2,LCC2638HHTK
CHY-01-ACC,StackAdapter3/1,StackAdapter3/1,FOC263462KZ
CHY-01-ACC,StackAdapter3/2,StackAdapter3/2,FOC263466GT
CHY-01-ACC,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2651B3GS
CHY-01-ACC,Switch 4,C9300L-48T-4X,FOC2650YNC2
CHY-01-ACC,StackPort4/1,StackPort4/1,LCC2638HN1D
CHY-01-ACC,StackPort4/2,StackPort4/2,LCC2640GAFJ
CHY-01-ACC,StackAdapter4/1,StackAdapter4/1,FOC2634661T
CHY-01-ACC,StackAdapter4/2,StackAdapter4/2,FOC263466UT
CHY-01-ACC,Switch 4 - Power Supply B,Switch 4 - Power Supply B,DCC2651B27S
CHY-01-ACC,Te4/1/4,SFP-10GBase-LR,OPM26021UBL
CHY-02-ACC,c93xxL Stack,c93xxL Stack,FOC2630Y4NG
CHY-02-ACC,Switch 1,C9300L-24P-4X,FOC2630Y4NG
CHY-02-ACC,StackPort1/1,StackPort1/1,LCC2638HN09
CHY-02-ACC,StackPort1/2,StackPort1/2,LCC2551G0UH
CHY-02-ACC,StackAdapter1/1,StackAdapter1/1,FOC26247JJ0
CHY-02-ACC,StackAdapter1/2,StackAdapter1/2,FOC26247JXW
CHY-02-ACC,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C130
CHY-02-ACC,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGVG
CHY-02-ACC,Te1/1/1,SFP-10GBase-LR,OPM26021UA2
CHY-02-ACC,Switch 2,C9300L-48T-4X,FOC2650YNG0
CHY-02-ACC,StackPort2/1,StackPort2/1,LCC2551G0UH
CHY-02-ACC,StackPort2/2,StackPort2/2,LCC2638HN8M
CHY-02-ACC,StackAdapter2/1,StackAdapter2/1,FOC2634668A
CHY-02-ACC,StackAdapter2/2,StackAdapter2/2,FOC263469EV
CHY-02-ACC,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628CSKT
CHY-02-ACC,Switch 3,C9300L-48T-4X,FOC2650YLYV
CHY-02-ACC,StackPort3/1,StackPort3/1,LCC2638HN8M
CHY-02-ACC,StackPort3/2,StackPort3/2,LCC2638HN09
CHY-02-ACC,StackAdapter3/1,StackAdapter3/1,FOC26346621
CHY-02-ACC,StackAdapter3/2,StackAdapter3/2,FOC263462SF
CHY-02-ACC,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2651B0JP
CHY-02-ACC,Te3/1/1,SFP-10GBase-LR,OPM261606QU
CHY-03-ACC,c93xxL Stack,c93xxL Stack,FOC2630Y2JN
CHY-03-ACC,Switch 1,C9300L-24P-4X,FOC2630Y2JN
CHY-03-ACC,StackPort1/1,StackPort1/1,LCC2638HMXP
CHY-03-ACC,StackPort1/2,StackPort1/2,LCC2551G0UM
CHY-03-ACC,StackAdapter1/1,StackAdapter1/1,FOC26260QHB
CHY-03-ACC,StackAdapter1/2,StackAdapter1/2,FOC26260T7J
CHY-03-ACC,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C19R
CHY-03-ACC,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C19W
CHY-03-ACC,Te1/1/1,SFP-10GBase-LR,OPM26021UHP
CHY-03-ACC,Switch 2,C9300L-48T-4X,FOC2650YL0X
CHY-03-ACC,StackPort2/1,StackPort2/1,LCC2638HN8A
CHY-03-ACC,StackPort2/2,StackPort2/2,LCC2638HMXP
CHY-03-ACC,StackAdapter2/1,StackAdapter2/1,FOC2634623E
CHY-03-ACC,StackAdapter2/2,StackAdapter2/2,FOC26346BTF
CHY-03-ACC,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B3HQ
CHY-03-ACC,Switch 3,C9300L-48T-4X,FOC2650YMEN
CHY-03-ACC,StackPort3/1,StackPort3/1,LCC2551G0UM
CHY-03-ACC,StackPort3/2,StackPort3/2,LCC2638HN8A
CHY-03-ACC,StackAdapter3/1,StackAdapter3/1,FOC26346697
CHY-03-ACC,StackAdapter3/2,StackAdapter3/2,FOC26346699
CHY-03-ACC,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2651B0PK
CHY-03-ACC,Te3/1/1,SFP-10GBase-LR,OPM26160F07
CHY-04-ACC,c93xxL Stack,c93xxL Stack,FOC2630Y3JU
CHY-04-ACC,Switch 1,C9300L-48T-4X,FOC2650YJRS
CHY-04-ACC,StackPort1/1,StackPort1/1,LCC2639GDPV
CHY-04-ACC,StackPort1/2,StackPort1/2,LCC2640GAHJ
CHY-04-ACC,StackAdapter1/1,StackAdapter1/1,FOC26345ZW1
CHY-04-ACC,StackAdapter1/2,StackAdapter1/2,FOC263461KR
CHY-04-ACC,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3J4
CHY-04-ACC,Te1/1/1,SFP-10GBase-LR,OPM26160F0K
CHY-04-ACC,Switch 2,C9300L-48T-4X,FOC2650YK44
CHY-04-ACC,StackPort2/1,StackPort2/1,LCC2640GAHJ
CHY-04-ACC,StackPort2/2,StackPort2/2,LCC2638HHN4
CHY-04-ACC,StackAdapter2/1,StackAdapter2/1,FOC26346DGT
CHY-04-ACC,StackAdapter2/2,StackAdapter2/2,FOC26346CTD
CHY-04-ACC,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B3JJ
CHY-04-ACC,Switch 3,C9300L-24P-4X,FOC2630Y3JU
CHY-04-ACC,StackPort3/1,StackPort3/1,LCC2638HHN4
CHY-04-ACC,StackPort3/2,StackPort3/2,LCC2639GDPV
CHY-04-ACC,StackAdapter3/1,StackAdapter3/1,FOC26260T7H
CHY-04-ACC,StackAdapter3/2,StackAdapter3/2,FOC26260HBA
CHY-04-ACC,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2628C7TY
CHY-04-ACC,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2628C7TQ
CHY-04-ACC,Te3/1/1,SFP-10GBase-LR,OPM26160L0X
CHY-05-ACC,c93xxL Stack,c93xxL Stack,FOC2630Y2GT
CHY-05-ACC,Switch 1,C9300L-24P-4X,FOC2630Y2GT
CHY-05-ACC,StackPort1/1,StackPort1/1,LCC2638HHDK
CHY-05-ACC,StackPort1/2,StackPort1/2,LCC2639GDP3
CHY-05-ACC,StackAdapter1/1,StackAdapter1/1,FOC26247KTV
CHY-05-ACC,StackAdapter1/2,StackAdapter1/2,FOC26260N0N
CHY-05-ACC,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGTU
CHY-05-ACC,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C13B
CHY-05-ACC,Te1/1/1,SFP-10GBase-LR,OPM26160L21
CHY-05-ACC,Switch 2,C9300L-48T-4X,FOC2650YKFA
CHY-05-ACC,StackPort2/1,StackPort2/1,LCC2639GDP3
CHY-05-ACC,StackPort2/2,StackPort2/2,LCC2639GDQG
CHY-05-ACC,StackAdapter2/1,StackAdapter2/1,FOC263466AL
CHY-05-ACC,StackAdapter2/2,StackAdapter2/2,FOC263460BK
CHY-05-ACC,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B3FQ
CHY-05-ACC,Switch 3,C9300L-48T-4X,FOC2650YJQU
CHY-05-ACC,StackPort3/1,StackPort3/1,LCC2639GDQG
CHY-05-ACC,StackPort3/2,StackPort3/2,LCC2638HN1H
CHY-05-ACC,StackAdapter3/1,StackAdapter3/1,FOC2634665J
CHY-05-ACC,StackAdapter3/2,StackAdapter3/2,FOC26346ELF
CHY-05-ACC,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2651B126
CHY-05-ACC,Switch 4,C9300L-48T-4X,FOC2650YJ4S
CHY-05-ACC,StackPort4/1,StackPort4/1,LCC2638HN1H
CHY-05-ACC,StackPort4/2,StackPort4/2,LCC2638HHDK
CHY-05-ACC,StackAdapter4/1,StackAdapter4/1,FOC2634696H
CHY-05-ACC,StackAdapter4/2,StackAdapter4/2,FOC2634606X
CHY-05-ACC,Switch 4 - Power Supply B,Switch 4 - Power Supply B,DCC2651B3FS
CHY-05-ACC,Te4/1/1,SFP-10GBase-LR,OPM261606QE
CHY-Dist-SW,c95xx Stack,c95xx Stack,FOC2631YACU
CHY-Dist-SW,Switch 1,C9500-16X,FOC2631YACU
CHY-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2603M48G
CHY-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2603M4BG
CHY-Dist-SW,Te1/0/1,SFP-10GBase-LR,OPM26021UBU
CHY-Dist-SW,Te1/0/2,SFP-10GBase-LR,OPM26160L15
CHY-Dist-SW,Te1/0/3,SFP-10GBase-LR,OPM26160KYZ
CHY-Dist-SW,Te1/0/4,SFP-10GBase-LR,OPM26160EZG
CHY-Dist-SW,Te1/0/5,SFP-10GBase-LR,OPM2616071Y
CHY-Dist-SW,Te1/0/6,SFP-10GBase-LR,OPM26160F0E
CHY-Dist-SW,Te1/0/13,SFP-10GBase-CX1,TED2533A078
CHY-Dist-SW,Te1/0/14,SFP-10GBase-CX1,TED2543A1XK
CHY-Dist-SW,Te1/0/15,SFP-10GBase-LR,OPM26021UB9
CHY-Dist-SW,Te1/0/16,SFP-10GBase-LR,OPM26021T8T
CHY-Dist-SW,Switch 2,C9500-16X,FOC2631YAFH
CHY-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2603M459
CHY-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2603M45A
CHY-Dist-SW,Te2/0/1,SFP-10GBase-LR,OPM26021RPN
CHY-Dist-SW,Te2/0/2,SFP-10GBase-LR,OPM26160L24
CHY-Dist-SW,Te2/0/3,SFP-10GBase-LR,OPM26160KYX
CHY-Dist-SW,Te2/0/4,SFP-10GBase-LR,OPM26160L1H
CHY-Dist-SW,Te2/0/5,SFP-10GBase-LR,OPM26160EZ8
CHY-Dist-SW,Te2/0/6,SFP-10GBase-LR,OPM26160F01
CHY-Dist-SW,Te2/0/13,SFP-10GBase-CX1,TED2533A078
CHY-Dist-SW,Te2/0/14,SFP-10GBase-CX1,TED2543A1XK
CHY-Dist-SW,Te2/0/15,SFP-10GBase-LR,OPM26021T9A
CHY-Dist-SW,Te2/0/16,SFP-10GBase-LR,OPM26021RPP
CoreLab-1F,c93xxL Stack,c93xxL Stack,FOC2630Y2LM
CoreLab-1F,Switch 1,C9300L-24P-4X,FOC2630Y2LM
CoreLab-1F,StackPort1/1,StackPort1/1,LCC2638HN59
CoreLab-1F,StackPort1/2,StackPort1/2,LCC2551G0V3
CoreLab-1F,StackAdapter1/1,StackAdapter1/1,FOC26247JJ5
CoreLab-1F,StackAdapter1/2,StackAdapter1/2,FOC26247JYJ
CoreLab-1F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7Z1
CoreLab-1F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7Z5
CoreLab-1F,Te1/1/1,SFP-10GBase-LR,ACW26140BPC
CoreLab-1F,Switch 2,C9300L-24T-4X,FOC2651YEQQ
CoreLab-1F,StackPort2/1,StackPort2/1,LCC2551G0V3
CoreLab-1F,StackPort2/2,StackPort2/2,LCC2638HN59
CoreLab-1F,StackAdapter2/1,StackAdapter2/1,FOC26397DDB
CoreLab-1F,StackAdapter2/2,StackAdapter2/2,FOC26449GB0
CoreLab-1F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2650B1E8
CoreLab-1F,Te2/1/1,SFP-10GBase-LR,ACW26140BR1
CoreLab-2F,c93xxL Stack,c93xxL Stack,FOC2630Y2Y8
CoreLab-2F,Switch 1,C9300L-24P-4X,FOC2630Y2Y8
CoreLab-2F,StackAdapter1/1,StackAdapter1/1,FOC26260H2P
CoreLab-2F,StackAdapter1/2,StackAdapter1/2,FOC26247K71
CoreLab-2F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGVV
CoreLab-2F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGXK
CoreLab-2F,Te1/1/1,SFP-10GBase-LR,ACW26140BF8
CoreLab-2F,Te1/1/2,SFP-10GBase-LR,ACW26140BSQ
CoreLab-GF,c93xxL Stack,c93xxL Stack,FOC2650YK5G
CoreLab-GF,Switch 1,C9300L-48T-4X,FOC2650YK5G
CoreLab-GF,StackPort1/1,StackPort1/1,LCC2641GVPM
CoreLab-GF,StackPort1/2,StackPort1/2,LCC2641GVP8
CoreLab-GF,StackAdapter1/1,StackAdapter1/1,FOC263469A0
CoreLab-GF,StackAdapter1/2,StackAdapter1/2,FOC26346800
CoreLab-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3G4
CoreLab-GF,Te1/1/1,SFP-10GBase-LR,OPM26021UHK
CoreLab-GF,Switch 2,C9300L-24T-4X,FOC2651YCDP
CoreLab-GF,StackPort2/1,StackPort2/1,LCC2642GLVD
CoreLab-GF,StackPort2/2,StackPort2/2,LCC2641GVPM
CoreLab-GF,StackAdapter2/1,StackAdapter2/1,FOC26462ST4
CoreLab-GF,StackAdapter2/2,StackAdapter2/2,FOC26462SAC
CoreLab-GF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2650B1PV
CoreLab-GF,Switch 3,C9300L-24P-4X,FOC2630Y2L4
CoreLab-GF,StackPort3/1,StackPort3/1,LCC2641GVP8
CoreLab-GF,StackPort3/2,StackPort3/2,LCC2642GLVD
CoreLab-GF,StackAdapter3/1,StackAdapter3/1,FOC26260MYM
CoreLab-GF,StackAdapter3/2,StackAdapter3/2,FOC26260MGS
CoreLab-GF,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2628C13N
CoreLab-GF,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2628C13H
CoreLab-GF,Te3/1/1,SFP-10GBase-LR,OPM26021UHN
Corelab-Dist-SW,c95xx Stack,c95xx Stack,FOC2631YCQB
Corelab-Dist-SW,Switch 1,C9500-16X,FOC2631YCQB
Corelab-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2603M4DT
Corelab-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2603M493
Corelab-Dist-SW,Te1/0/1,SFP-10GBase-LR,OPM26021UHH
Corelab-Dist-SW,Te1/0/2,SFP-10GBase-LR,ACW26140A79
Corelab-Dist-SW,Te1/0/3,SFP-10GBase-LR,OPM26021UFZ
Corelab-Dist-SW,Te1/0/13,SFP-10GBase-LR,OPM26021T8Z
Corelab-Dist-SW,Te1/0/14,SFP-10GBase-LR,OPM26021UHT
Corelab-Dist-SW,Te1/0/15,SFP-10GBase-LR,FNS26030A23
Corelab-Dist-SW,Te1/0/16,SFP-10GBase-LR,YF202308091327
Corelab-Dist-SW,Switch 2,C9500-16X,FOC2631YD3F
Corelab-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2603M4CP
Corelab-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2603M49M
Corelab-Dist-SW,Te2/0/1,SFP-10GBase-LR,FNS26030BVB
Corelab-Dist-SW,Te2/0/2,SFP-10GBase-LR,ACW26140BQL
Corelab-Dist-SW,Te2/0/3,SFP-10GBase-LR,FNS26030BUH
Corelab-Dist-SW,Te2/0/13,SFP-10GBase-LR,OPM26021UHQ
Corelab-Dist-SW,Te2/0/14,SFP-10GBase-LR,OPM26021UHL
Corelab-Dist-SW,Te2/0/15,SFP-10GBase-LR,OPM26021UEK
Corelab-Dist-SW,Te2/0/16,SFP-10GBase-LR,ACW26140BF5
DH-Dist-SW,c95xx Stack,c95xx Stack,FOC2631YD9E
DH-Dist-SW,Switch 1,C9500-16X,FOC2631YBTK
DH-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2603M4AD
DH-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2604M0UD
DH-Dist-SW,Te1/0/1,SFP-10GBase-LR,YF202308091490
DH-Dist-SW,Te1/0/3,SFP-10GBase-SR,OPM243513EF
DH-Dist-SW,Te1/0/4,1000BaseLX SFP,OPM23490JLU
DH-Dist-SW,Te1/0/5,1000BaseLX SFP,ACW24400U59
DH-Dist-SW,Te1/0/7,1000BaseLX SFP,FNS19090Z12
DH-Dist-SW,Te1/0/13,SFP-10GBase-LR,FNS26030ENM
DH-Dist-SW,Te1/0/14,SFP-10GBase-LR,OPM26021U9K
DH-Dist-SW,Te1/0/15,SFP-10GBase-LR,OPM26021UHG
DH-Dist-SW,Switch 2,C9500-16X,FOC2631YD9E
DH-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2604M0VK
DH-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2604M0NZ
DH-Dist-SW,Te2/0/1,SFP-10GBase-LR,OPM26021U9S
DH-Dist-SW,Te2/0/3,SFP-10GBase-SR,OPM243513AA
DH-Dist-SW,Te2/0/5,SFP-10GBase-LR,OPM26021UHY
DH-Dist-SW,Te2/0/7,SFP-10GBase-LR,OPM26021UAK
DH-Dist-SW,Te2/0/9,SFP-10GBase-SR,FNS274614R7
DH-Dist-SW,Te2/0/10,SFP-10GBase-LR,YF202308091495
DH-Dist-SW,Te2/0/11,SFP-10GBase-LR,OPM26021UEE
DH-Dist-SW,Te2/0/12,SFP-10GBase-LR,OPM26021T91
DH-Dist-SW,Te2/0/13,SFP-10GBase-LR,OPM26021UJ2
DH-Dist-SW,Te2/0/14,SFP-10GBase-LR,OPM26021T95
DH-Dist-SW,Te2/0/15,SFP-10GBase-LR,OPM26021UH8
DH-Dist-SW,Te2/0/16,SFP-10GBase-LR,OPM26021UHB
DoD-Dist-SW,c95xx Stack,c95xx Stack,FJC265214FQ
DoD-Dist-SW,Switch 1,C9500-16X,FJC265214FQ
DoD-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2613M3SH
DoD-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2613M3S9
DoD-Dist-SW,Te1/0/1,SFP-10GBase-LR,YF202308091463
DoD-Dist-SW,Te1/0/2,SFP-10GBase-LR,YF202308091323
DoD-Dist-SW,Te1/0/3,SFP-10GBase-LR,YF202308091362
DoD-Dist-SW,Te1/0/4,SFP-10GBase-LR,YF202308091354
DoD-Dist-SW,Te1/0/5,SFP-10GBase-LR,YF202308091368
DoD-Dist-SW,Te1/0/6,SFP-10GBase-LR,YF202308091496
DoD-Dist-SW,Te1/0/7,SFP-10GBase-LR,YF202308091333
DoD-Dist-SW,Te1/0/8,SFP-10GBase-LR,YF202308091489
DoD-Dist-SW,Te1/0/13,SFP-10GBase-LR,YF202308091494
DoD-Dist-SW,Te1/0/14,SFP-10GBase-LR,YF202212160107
DoD-Dist-SW,Te1/0/15,SFP-10GBase-LR,YF202308091435
DoD-Dist-SW,Te1/0/16,SFP-10GBase-LR,YF202308091469
DoD-Dist-SW,Switch 2,C9500-16X,FJC26512CK2
DoD-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2613M3RV
DoD-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2613M3SC
DoD-Dist-SW,Te2/0/1,SFP-10GBase-LR,YF202308091306
DoD-Dist-SW,Te2/0/2,SFP-10GBase-LR,YF202308091455
DoD-Dist-SW,Te2/0/3,SFP-10GBase-LR,YF202212160104
DoD-Dist-SW,Te2/0/4,SFP-10GBase-LR,YF202212160185
DoD-Dist-SW,Te2/0/5,SFP-10GBase-LR,YF202212160103
DoD-Dist-SW,Te2/0/6,SFP-10GBase-LR,YF202308091418
DoD-Dist-SW,Te2/0/7,SFP-10GBase-LR,YF202308091399
DoD-Dist-SW,Te2/0/8,SFP-10GBase-LR,YF202308091312
DoD-Dist-SW,Te2/0/13,SFP-10GBase-LR,YF202308091480
DoD-Dist-SW,Te2/0/14,SFP-10GBase-LR,YF202308091392
DoD-Dist-SW,Te2/0/15,SFP-10GBase-LR,YF202308091471
DoD-Dist-SW,Te2/0/16,SFP-10GBase-LR,YF202308091425
DoD-Z1-GF,c93xxL Stack,c93xxL Stack,FOC2630Y1T3
DoD-Z1-GF,Switch 1,C9300L-24P-4X,FOC2630Y1T3
DoD-Z1-GF,StackPort1/1,StackPort1/1,LCC2551G0T9
DoD-Z1-GF,StackPort1/2,StackPort1/2,LCC2642GLM0
DoD-Z1-GF,StackAdapter1/1,StackAdapter1/1,FOC26260GR0
DoD-Z1-GF,StackAdapter1/2,StackAdapter1/2,FOC26260HA0
DoD-Z1-GF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7TT
DoD-Z1-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7TU
DoD-Z1-GF,Te1/1/1,SFP-10GBase-LR,YF202308091424
DoD-Z1-GF,Switch 2,C9300L-48T-4X,FOC2650YNZH
DoD-Z1-GF,StackPort2/1,StackPort2/1,LCC2642GLM0
DoD-Z1-GF,StackPort2/2,StackPort2/2,LCC2551G0RV
DoD-Z1-GF,StackAdapter2/1,StackAdapter2/1,FOC263461KP
DoD-Z1-GF,StackAdapter2/2,StackAdapter2/2,FOC2634669L
DoD-Z1-GF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B0JZ
DoD-Z1-GF,Switch 3,C9300L-48T-4X,FOC2650YLUH
DoD-Z1-GF,StackPort3/1,StackPort3/1,LCC2551G0RV
DoD-Z1-GF,StackPort3/2,StackPort3/2,LCC2551G0TP
DoD-Z1-GF,StackAdapter3/1,StackAdapter3/1,FOC26346AV4
DoD-Z1-GF,StackAdapter3/2,StackAdapter3/2,FOC26346AUL
DoD-Z1-GF,Switch 3 - Power Supply B,Switch 3 - Power Supply B,DCC2651B292
DoD-Z1-GF,Switch 4,C9300L-48T-4X,FOC2650YL3M
DoD-Z1-GF,StackPort4/1,StackPort4/1,LCC2551G0TP
DoD-Z1-GF,StackPort4/2,StackPort4/2,LCC2551G0T3
DoD-Z1-GF,StackAdapter4/1,StackAdapter4/1,FOC26346CF3
DoD-Z1-GF,StackAdapter4/2,StackAdapter4/2,FOC26346AUR
DoD-Z1-GF,Switch 4 - Power Supply B,Switch 4 - Power Supply B,DCC2651B3GY
DoD-Z1-GF,Switch 5,C9300L-48T-4X,FOC2650YJQL
DoD-Z1-GF,StackPort5/1,StackPort5/1,LCC2551G0T3
DoD-Z1-GF,StackPort5/2,StackPort5/2,LCC2551G0T9
DoD-Z1-GF,StackAdapter5/1,StackAdapter5/1,FOC26345ZVX
DoD-Z1-GF,StackAdapter5/2,StackAdapter5/2,FOC26346ATX
DoD-Z1-GF,Switch 5 - Power Supply B,Switch 5 - Power Supply B,DCC2651B0U1
DoD-Z1-GF,Te5/1/1,SFP-10GBase-LR,YF202308091360
DoD-Z2-GF,c93xxL Stack,c93xxL Stack,FOC2629YRB4
DoD-Z2-GF,Switch 1,C9300L-24P-4X,FOC2629YRB4
DoD-Z2-GF,StackAdapter1/1,StackAdapter1/1,FOC26247HPD
DoD-Z2-GF,StackAdapter1/2,StackAdapter1/2,FOC26241T5H
DoD-Z2-GF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C17H
DoD-Z2-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C17G
DoD-Z2-GF,Te1/1/1,SFP-10GBase-LR,YF202308091492
DoD-Z2-GF,Te1/1/2,SFP-10GBase-LR,YF202308091343
DoD-Z3-GF,c93xxL Stack,c93xxL Stack,FOC2630Y1BY
DoD-Z3-GF,Switch 1,C9300L-24P-4X,FOC2630Y1BY
DoD-Z3-GF,StackPort1/1,StackPort1/1,LCC2608GE92
